row_id,m1_pwm,m2_pwm,m3_pwm,enc1_deg,enc2_deg
0,0.000,0.000,0.000,0.000,0.088
1,0.000,0.000,0.000,0.000,0.088
2,0.000,0.000,0.000,0.000,0.088
3,0.000,0.000,0.000,0.000,0.088
4,0.000,0.000,0.000,0.000,0.088
5,0.000,0.000,0.000,0.000,0.088
6,0.000,0.000,0.000,0.000,0.088
7,0.000,0.000,0.000,0.000,0.088
8,0.000,0.000,0.000,0.000,0.088
9,0.000,0.000,0.000,0.000,0.088
10,0.000,0.000,0.000,0.000,0.088
11,0.000,0.000,0.000,0.000,0.088
12,0.000,0.000,0.000,0.000,0.088
13,0.000,0.000,0.000,0.000,0.088
14,0.000,0.000,0.000,0.000,0.088
15,0.000,0.000,0.000,0.000,0.088
16,0.000,0.000,0.000,0.000,0.088
17,0.000,0.000,0.000,0.000,0.088
18,0.000,0.000,0.000,0.000,0.088
19,0.000,0.000,0.000,0.000,0.088
20,0.000,0.000,0.000,0.000,0.088
21,0.000,0.000,0.000,0.000,0.088
22,0.000,0.000,0.000,0.000,0.088
23,0.000,0.000,0.000,0.000,0.088
24,0.000,0.000,0.000,0.000,0.088
25,0.000,0.000,0.000,0.000,0.088
26,0.000,0.000,0.000,0.000,0.088
27,0.000,0.000,0.000,0.000,0.088
28,0.000,0.000,0.000,0.000,0.088
29,0.000,0.000,0.000,0.000,0.088
30,0.000,0.000,0.000,0.000,0.088
31,0.000,0.000,0.000,0.000,0.088
32,0.000,0.000,0.000,0.000,0.088
33,0.000,0.000,0.000,0.000,0.088
34,0.000,0.000,0.000,0.000,0.088
35,0.000,0.000,0.000,0.000,0.088
36,0.000,0.000,0.000,0.000,0.088
37,0.000,0.000,0.000,0.000,0.088
38,0.000,0.000,0.000,0.000,0.088
39,0.000,0.000,0.000,0.000,0.088
40,0.000,0.000,0.000,0.000,0.088
41,0.000,0.000,0.000,0.000,0.088
42,0.000,0.000,0.000,0.000,0.088
43,0.000,0.000,0.000,0.000,0.088
44,0.000,0.000,0.000,0.000,0.088
45,0.000,0.000,0.000,0.000,0.088
46,0.000,0.000,0.000,0.000,0.088
47,0.000,0.000,0.000,0.000,0.088
48,0.000,0.000,0.000,0.000,0.088
49,0.000,0.000,0.000,0.000,0.088
50,0.000,0.000,0.000,0.000,0.088
51,0.000,0.000,0.000,0.000,0.088
52,0.000,0.000,0.000,0.000,0.088
53,0.000,0.000,0.000,0.000,0.088
54,0.000,0.000,0.000,0.000,0.088
55,0.000,0.000,0.000,0.000,0.088
56,0.000,0.000,0.000,0.000,0.088
57,0.000,0.000,0.000,0.000,0.088
58,0.000,0.000,0.000,0.000,0.088
59,0.000,0.000,0.000,0.000,0.088
60,0.000,0.000,0.000,0.000,0.088
61,0.000,0.000,0.000,0.000,0.088
62,0.000,0.000,0.000,0.000,0.088
63,0.000,0.000,0.000,0.000,0.088
64,0.000,0.000,0.000,0.000,0.088
65,0.000,0.000,0.000,0.000,0.088
66,0.000,0.000,0.000,0.000,0.088
67,0.000,0.000,0.000,0.000,0.088
68,0.000,0.000,0.000,0.000,0.088
69,0.000,0.000,0.000,0.000,0.088
70,0.000,0.000,0.000,0.000,0.088
71,0.000,0.000,0.000,0.000,0.088
72,0.000,0.000,0.000,0.000,0.088
73,0.000,0.000,0.000,0.000,0.088
74,0.000,0.000,0.000,0.000,0.088
75,0.000,0.000,0.000,0.000,0.088
76,0.000,0.000,0.000,0.000,0.088
77,0.000,0.000,0.000,0.000,0.088
78,0.000,0.000,0.000,0.000,0.088
79,0.000,0.000,0.000,0.000,0.088
80,0.000,0.000,0.000,0.000,0.088
81,0.000,0.000,0.000,0.000,0.088
82,0.000,0.000,0.000,0.000,0.088
83,0.000,0.000,0.000,0.000,0.088
84,0.000,0.000,0.000,0.000,0.088
85,0.000,0.000,0.000,0.000,0.088
86,0.000,0.000,0.000,0.000,0.088
87,0.000,0.000,0.000,0.000,0.088
88,0.000,0.000,0.000,0.000,0.088
89,0.000,0.000,0.000,0.000,0.088
90,0.000,0.000,0.000,0.000,0.088
91,0.000,0.000,0.000,0.000,0.088
92,0.000,0.000,0.000,0.000,0.088
93,0.000,0.000,0.000,0.000,0.088
94,0.000,0.000,0.000,0.000,0.088
95,0.000,0.000,0.000,0.000,0.088
96,0.000,0.000,0.000,0.000,0.088
97,0.000,0.000,0.000,0.000,0.088
98,0.000,0.000,0.000,0.000,0.088
